customer_id,customer_name,gender,age,Age_Status,city,state,join_date
C0669,Meera Kumar,Female,59,Valid,Bengaluru,Karnataka,02-11-2025
C0670,Nikhil Kumar,Male,21,Valid,Dehradun,Uttarakhand,18-02-2026
C0671,Aryan Joshi,Male,59,Valid,Mohali,Punjab,25-05-2026
C0672,Aman Mehta,Female,42,Valid,Gurugram,Haryana,06-02-2025
C0673,Sahil Joshi,Female,32,Valid,Amritsar,Punjab,03-05-2026
C0674,Nikhil Chauhan,Female,28,Valid,Dehradun,Uttarakhand,05-07-2025
C0675,Meera Kaur,Male,34,Valid,Una,Himachal Pradesh,07-07-2025
C0676,Komal Malhotra,Male,4,Invalid,Pune,Maharashtra,17-08-2025
C0677,Nikhil Kumar,Female,41,Valid,Gurugram,Haryana,24-09-2025
C0678,Sahil Joshi,Male,48,Valid,Shimla,Himachal Pradesh,24-02-2025
C0679,Deepak Patel,Male,48,Valid,Indore,Madhya Pradesh,19-07-2025
C0680,Meera Patel,Female,44,Valid,Noida,Uttar Pradesh,25-02-2025
C0681,Sakshi Kaur,Male,39,Valid,Mohali,Punjab,24-02-2026
C0682,Kavya Kumar,Female,29,Valid,Mohali,Punjab,24-03-2025
C0683,Sakshi Mehta,Female,58,Valid,Ludhiana,Punjab,01-03-2025
C0684,Meera Saini,Male,28,Valid,Bengaluru,Karnataka,12-06-2025
C0685,Ishita Joshi,Female,,Missing,Mohali,Punjab,16-03-2026
C0686,Aarav Saini,Female,18,Valid,Una,Himachal Pradesh,08-02-2025
C0687,Ishita Singh,Male,38,Valid,Lucknow,Uttar Pradesh,15-07-2025
C0688,Simran Yadav,Male,4,Invalid,Jaipur,Rajasthan,16-11-2025
C0689,Riya Kapoor,Female,28,Valid,Noida,Uttar Pradesh,08-03-2025
C0690,Aarav Sharma,Female,47,Valid,Hyderabad,Telangana,17-06-2026
C0691,Rohan Kumar,Female,26,Valid,Ahmedabad,Gujarat,17-12-2025
C0692,Ritika Verma,Male,28,Valid,Lucknow,Uttar Pradesh,18-02-2026
C0693,Sneha Gill,Male,31,Valid,Jaipur,Rajasthan,23-01-2025
C0694,Tanvi Rana,Male,41,Valid,Ludhiana,Punjab,08-02-2025
C0695,Aarav Thakur,Male,56,Valid,Kolkata,West Bengal,19-02-2025
C0696,Meera Gill,Male,25,Valid,Delhi,Delhi,03-03-2026
C0697,Simran Chauhan,Female,48,Valid,Chandigarh,Chandigarh,06-06-2025
C0698,Sahil Kumar,Female,6,Invalid,Hyderabad,Telangana,14-04-2025
C0699,Pooja Bansal,Male,44,Valid,Bengaluru,Karnataka,18-04-2025
C0700,Aman Sharma,Female,25,Valid,Chandigarh,Chandigarh,19-04-2025
C0701,Sahil Gill,Male,34,Valid,Bhopal,Madhya Pradesh,20-06-2026
C0702,Kavya Shah,Female,28,Valid,Gurugram,Haryana,10-02-2025
C0703,Ishita Kapoor,Female,39,Valid,Amritsar,Punjab,29-08-2025
C0704,Aman Malhotra,Male,54,Valid,Pune,Maharashtra,21-05-2026
C0705,Riya Rana,Male,24,Valid,Dehradun,Uttarakhand,20-09-2025
C0706,Aarav Sharma,Female,34,Valid,Shimla,Himachal Pradesh,21-04-2026
C0707,Rohan Singh,Male,36,Valid,Ludhiana,Punjab,04-01-2026
C0708,Aryan Thakur,Male,24,Valid,Gurugram,Haryana,16-02-2025
C0709,Vivaan Kumar,Female,4,Invalid,Ludhiana,Punjab,25-03-2026
C0710,Vikas Joshi,Female,39,Valid,Pune,Maharashtra,07-07-2025
C0711,Aarav Mehta,Female,35,Valid,Noida,Uttar Pradesh,30-01-2026
C0712,Sneha Chauhan,Male,25,Valid,Gurugram,Haryana,16-05-2025
C0713,Arjun Bansal,Male,44,Valid,Ludhiana,Punjab,10-05-2026
C0714,Manish Rana,Male,57,Valid,Shimla,Himachal Pradesh,24-01-2026
C0715,Manish Verma,Male,26,Valid,Bhopal,Madhya Pradesh,10-05-2026
C0716,Vikas Kaur,Female,46,Valid,Chandigarh,Chandigarh,17-02-2025
C0717,Harsh Malhotra,Male,51,Valid,Ahmedabad,Gujarat,18-08-2025
C0718,Komal Rana,Male,45,Valid,Dehradun,Uttarakhand,12-09-2025
C0719,Aditya Chauhan,Male,53,Valid,Noida,Uttar Pradesh,25-02-2025
C0720,Sahil Joshi,Female,49,Valid,Dehradun,Uttarakhand,19-06-2025
C0721,Ishita Malhotra,Male,39,Valid,Ahmedabad,Gujarat,12-10-2025
C0722,Aarav Gupta,Female,43,Valid,Jaipur,Rajasthan,29-08-2025
C0723,Aditya Rana,Female,23,Valid,Shimla,Himachal Pradesh,26-05-2026
C0724,Vivaan Gill,Female,59,Valid,Chandigarh,Chandigarh,19-01-2025
C0725,Aditya Saini,Male,53,Valid,Gurugram,Haryana,01-01-2025
C0726,Pooja Joshi,Female,5,Invalid,Bhopal,Madhya Pradesh,31-07-2025
C0727,Arjun Bansal,Female,21,Valid,Ahmedabad,Gujarat,17-08-2025
C0728,Ritika Singh,Female,6,Invalid,Ahmedabad,Gujarat,08-01-2026
C0729,Aryan Saini,Male,6,Invalid,Chandigarh,Chandigarh,16-08-2025
C0730,Sakshi Saini,Female,53,Valid,Lucknow,Uttar Pradesh,19-06-2026
C0731,Manish Saini,Male,49,Valid,Mumbai,Maharashtra,24-05-2025
C0732,Aarav Joshi,Female,57,Valid,Chandigarh,Chandigarh,20-07-2025
C0733,Neha Kumar,Male,47,Valid,Noida,Uttar Pradesh,15-07-2025
C0734,Ritika Yadav,Female,2,Invalid,Chandigarh,Chandigarh,07-05-2025
C0735,Aman Kumar,Male,49,Valid,Shimla,Himachal Pradesh,05-01-2025
C0736,Manish Joshi,Female,55,Valid,Kolkata,West Bengal,10-05-2026
C0737,Harsh Saini,Male,26,Valid,Ludhiana,Punjab,17-04-2025
C0738,Kavya Verma,Female,5,Invalid,Bhopal,Madhya Pradesh,29-01-2026
C0739,Komal Gill,Female,43,Valid,Jaipur,Rajasthan,18-12-2025
C0740,Simran Shah,Male,44,Valid,Mohali,Punjab,09-06-2026
C0741,Ananya Shah,Male,3,Invalid,Ahmedabad,Gujarat,03-08-2025
C0742,Nikhil Saini,Male,59,Valid,Lucknow,Uttar Pradesh,02-07-2025
C0743,Nikhil Sandhu,Male,4,Invalid,Ahmedabad,Gujarat,07-05-2026
C0744,Sneha Patel,Female,45,Valid,Gurugram,Haryana,14-01-2025
C0745,Kavya Sandhu,Female,27,Valid,Delhi,Delhi,24-02-2025
C0746,Meera Kaur,Female,28,Valid,Amritsar,Punjab,21-10-2025
C0747,Kavya Kumar,Male,36,Valid,Mohali,Punjab,28-07-2025
C0748,Sahil Verma,Female,46,Valid,Mumbai,Maharashtra,15-04-2025
C0749,Sahil Chauhan,Female,33,Valid,Jaipur,Rajasthan,08-06-2026
C0750,Harsh Sandhu,Female,42,Valid,Mumbai,Maharashtra,03-03-2026
C0751,Sneha Sandhu,Male,18,Valid,Kolkata,West Bengal,15-09-2025
C0752,Vikas Patel,Male,58,Valid,Shimla,Himachal Pradesh,12-01-2026
C0753,Vikas Joshi,Male,3,Invalid,Kolkata,West Bengal,29-10-2025
C0754,Aman Shah,Male,29,Valid,Pune,Maharashtra,11-06-2026
C0755,Harsh Kaur,Female,35,Valid,Mumbai,Maharashtra,28-09-2025
C0756,Pooja Gupta,Female,18,Valid,Indore,Madhya Pradesh,05-12-2025
C0757,Arjun Bansal,Male,38,Valid,Mumbai,Maharashtra,22-02-2025
C0758,Rohan Gupta,Female,54,Valid,Hyderabad,Telangana,02-01-2026
C0759,Pooja Mehta,Male,29,Valid,Dehradun,Uttarakhand,18-06-2026
C0760,Harsh Shah,Female,52,Valid,Ludhiana,Punjab,18-02-2026
C0761,Aditya Joshi,Male,6,Invalid,Jaipur,Rajasthan,06-12-2025
C0762,Aditya Gill,Male,57,Valid,Hyderabad,Telangana,02-05-2026
C0763,Aditya Malhotra,Female,46,Valid,Chandigarh,Chandigarh,04-09-2025
C0764,Priya Malhotra,Male,2,Invalid,Bhopal,Madhya Pradesh,25-11-2025
C0765,Riya Sharma,Female,52,Valid,Noida,Uttar Pradesh,17-10-2025
C0766,Tanvi Shah,Female,49,Valid,Lucknow,Uttar Pradesh,14-02-2025
C0767,Simran Kumar,Male,24,Valid,Ahmedabad,Gujarat,21-06-2025
C0768,Aarav Gill,Male,58,Valid,Kolkata,West Bengal,09-03-2025
C0769,Nikhil Kapoor,Male,31,Valid,Gurugram,Haryana,22-03-2026
C0770,Harsh Sandhu,Male,47,Valid,Mohali,Punjab,06-12-2025
C0771,Aman Kapoor,Male,29,Valid,Pune,Maharashtra,15-09-2025
C0772,Aryan Singh,Male,34,Valid,Indore,Madhya Pradesh,22-02-2026
C0773,Vivaan Singh,Female,38,Valid,Noida,Uttar Pradesh,18-01-2025
C0774,Riya Singh,Male,59,Valid,Kolkata,West Bengal,06-03-2025
C0775,Simran Saini,Male,4,Invalid,Mumbai,Maharashtra,30-05-2026
C0776,Simran Kumar,Male,36,Valid,Hyderabad,Telangana,25-03-2026
C0777,Harsh Kaur,Female,28,Valid,Delhi,Delhi,14-08-2025
C0778,Arjun Patel,Female,58,Valid,Kolkata,West Bengal,28-05-2025
C0779,Simran Bansal,Male,25,Valid,Delhi,Delhi,12-02-2025
C0780,Rohan Bansal,Unknown,52,Valid,Bhopal,Madhya Pradesh,29-03-2025
C0781,Nikhil Malhotra,Male,44,Valid,Lucknow,Uttar Pradesh,09-06-2026
C0782,Aarav Kaur,Male,57,Valid,Ludhiana,Punjab,16-09-2025
C0783,Nikhil Kapoor,Male,53,Valid,Ludhiana,Punjab,18-04-2026
C0784,Rohan Gupta,Female,6,Invalid,Pune,Maharashtra,10-03-2025
C0785,Aman Kumar,Female,39,Valid,Amritsar,Punjab,01-01-2026
C0786,Aryan Sandhu,Female,57,Valid,Chandigarh,Chandigarh,13-03-2025
C0787,Mohit Kumar,Female,46,Valid,Ahmedabad,Gujarat,03-12-2025
C0788,Rohan Thakur,Male,54,Valid,Indore,Madhya Pradesh,09-01-2026
C0789,Tanvi Kapoor,Male,18,Valid,Gurugram,Haryana,17-11-2025
C0790,Sneha Patel,Female,41,Valid,Gurugram,Haryana,18-05-2025
C0791,Vikas Joshi,Female,46,Valid,Una,Himachal Pradesh,03-01-2026
C0792,Karan Thakur,Male,29,Valid,Una,Himachal Pradesh,25-03-2025
C0793,Sahil Joshi,Male,34,Valid,Mohali,Punjab,20-03-2025
C0794,Harsh Patel,Male,55,Valid,Delhi,Delhi,19-02-2026
C0795,Ritika Chauhan,Male,53,Valid,Amritsar,Punjab,24-09-2025
C0796,Deepak Singh,Male,41,Valid,Una,Himachal Pradesh,06-02-2026
C0797,Harsh Kaur,Male,47,Valid,Hyderabad,Telangana,29-05-2026
C0798,Riya Sandhu,Female,5,Invalid,Noida,Uttar Pradesh,11-01-2025
C0799,Karan Kaur,Male,5,Invalid,Bhopal,Madhya Pradesh,24-05-2025
C0800,Kavya Singh,Male,48,Valid,Ludhiana,Punjab,03-01-2026
